"q5","q25","q50","q75","q95","id","baseweek","start","end","q95old","window","basedate","startdate","enddate"
NA,NA,NA,NA,NA,"17","2015W52","2015W40","2015W44",4,"4",2015-12-27,2015-10-04,2015-11-01
NA,NA,NA,NA,NA,"17","2015W52","2015W36","2015W44",4,"8",2015-12-27,2015-09-06,2015-11-01
1,1,1,4,4,"17","2015W52","2015W18","2015W44",4,"26",2015-12-27,2015-05-03,2015-11-01
1,1,1,4,4,"17","2015W52","2014W45","2015W44",4,"52",2015-12-27,2014-11-02,2015-11-01
NA,NA,NA,NA,NA,"17","2016W01","2015W41","2015W45",4,"4",2016-01-03,2015-10-11,2015-11-08
NA,NA,NA,NA,NA,"17","2016W01","2015W37","2015W45",4,"8",2016-01-03,2015-09-13,2015-11-08
1,1,1,4,4,"17","2016W01","2015W19","2015W45",4,"26",2016-01-03,2015-05-10,2015-11-08
1,1,1,4,4,"17","2016W01","2014W46","2015W45",4,"52",2016-01-03,2014-11-09,2015-11-08
NA,NA,NA,NA,NA,"17","2016W02","2015W42","2015W46",4,"4",2016-01-10,2015-10-18,2015-11-15
NA,NA,NA,NA,NA,"17","2016W02","2015W38","2015W46",4,"8",2016-01-10,2015-09-20,2015-11-15
1,1,1,4,4,"17","2016W02","2015W20","2015W46",4,"26",2016-01-10,2015-05-17,2015-11-15
1,1,1,4,4,"17","2016W02","2014W47","2015W46",4,"52",2016-01-10,2014-11-16,2015-11-15
NA,NA,NA,NA,NA,"17","2016W03","2015W43","2015W47",4,"4",2016-01-17,2015-10-25,2015-11-22
NA,NA,NA,NA,NA,"17","2016W03","2015W39","2015W47",4,"8",2016-01-17,2015-09-27,2015-11-22
1,1,1,4,4,"17","2016W03","2015W21","2015W47",4,"26",2016-01-17,2015-05-24,2015-11-22
1,1,1,4,4,"17","2016W03","2014W48","2015W47",4,"52",2016-01-17,2014-11-23,2015-11-22
NA,NA,NA,NA,NA,"17","2016W04","2015W44","2015W48",4,"4",2016-01-24,2015-11-01,2015-11-29
NA,NA,NA,NA,NA,"17","2016W04","2015W40","2015W48",4,"8",2016-01-24,2015-10-04,2015-11-29
1,1,1,4,4,"17","2016W04","2015W22","2015W48",4,"26",2016-01-24,2015-05-31,2015-11-29
1,1,1,4,4,"17","2016W04","2014W49","2015W48",4,"52",2016-01-24,2014-11-30,2015-11-29
NA,NA,NA,NA,NA,"17","2016W05","2015W45","2015W49",4,"4",2016-01-31,2015-11-08,2015-12-06
NA,NA,NA,NA,NA,"17","2016W05","2015W41","2015W49",4,"8",2016-01-31,2015-10-11,2015-12-06
1,1,2,4,4,"17","2016W05","2015W23","2015W49",4,"26",2016-01-31,2015-06-07,2015-12-06
1,1,1,4,4,"17","2016W05","2014W50","2015W49",4,"52",2016-01-31,2014-12-07,2015-12-06
NA,NA,NA,NA,NA,"17","2016W06","2015W46","2015W50",4,"4",2016-02-07,2015-11-15,2015-12-13
NA,NA,NA,NA,NA,"17","2016W06","2015W42","2015W50",4,"8",2016-02-07,2015-10-18,2015-12-13
1,1,1,3,4,"17","2016W06","2015W24","2015W50",4,"26",2016-02-07,2015-06-14,2015-12-13
1,1,1,4,4,"17","2016W06","2014W51","2015W50",4,"52",2016-02-07,2014-12-14,2015-12-13
NA,NA,NA,NA,NA,"17","2016W07","2015W47","2015W51",4,"4",2016-02-14,2015-11-22,2015-12-20
NA,NA,NA,NA,NA,"17","2016W07","2015W43","2015W51",4,"8",2016-02-14,2015-10-25,2015-12-20
1,1,1,2,4,"17","2016W07","2015W25","2015W51",4,"26",2016-02-14,2015-06-21,2015-12-20
1,1,1,4,4,"17","2016W07","2014W52","2015W51",4,"52",2016-02-14,2014-12-21,2015-12-20
NA,NA,NA,NA,NA,"17","2016W08","2015W48","2015W52",4,"4",2016-02-21,2015-11-29,2015-12-27
NA,NA,NA,NA,NA,"17","2016W08","2015W44","2015W52",4,"8",2016-02-21,2015-11-01,2015-12-27
1,1,1,2,4,"17","2016W08","2015W26","2015W52",4,"26",2016-02-21,2015-06-28,2015-12-27
1,1,1,4,4,"17","2016W08","2014W53","2015W52",4,"52",2016-02-21,2014-12-28,2015-12-27
7,7,7,7,7,"17","2016W09","2015W49","2016W01",4,"4",2016-02-28,2015-12-06,2016-01-03
7,7,7,7,7,"17","2016W09","2015W45","2016W01",4,"8",2016-02-28,2015-11-08,2016-01-03
1,1,1,4,7,"17","2016W09","2015W27","2016W01",4,"26",2016-02-28,2015-07-05,2016-01-03
1,1,1,4,6,"17","2016W09","2015W01","2016W01",4,"52",2016-02-28,2015-01-04,2016-01-03
NA,NA,NA,NA,NA,"17","2016W10","2015W44","2015W48",7,"4",2016-03-06,2015-11-01,2015-11-29
NA,NA,NA,NA,NA,"17","2016W10","2015W40","2015W48",7,"8",2016-03-06,2015-10-04,2015-11-29
1,1,1,4,4,"17","2016W10","2015W22","2015W48",7,"26",2016-03-06,2015-05-31,2015-11-29
1,1,1,4,4,"17","2016W10","2014W49","2015W48",7,"52",2016-03-06,2014-11-30,2015-11-29
7,7,7,7,7,"17","2016W11","2015W51","2016W03",4,"4",2016-03-13,2015-12-20,2016-01-17
7,7,7,7,7,"17","2016W11","2015W47","2016W03",4,"8",2016-03-13,2015-11-22,2016-01-17
1,1,1,4,7,"17","2016W11","2015W29","2016W03",4,"26",2016-03-13,2015-07-19,2016-01-17
1,1,1,4,6,"17","2016W11","2015W03","2016W03",4,"52",2016-03-13,2015-01-18,2016-01-17
NA,NA,NA,NA,NA,"17","2016W12","2015W46","2015W50",7,"4",2016-03-20,2015-11-15,2015-12-13
NA,NA,NA,NA,NA,"17","2016W12","2015W42","2015W50",7,"8",2016-03-20,2015-10-18,2015-12-13
1,1,1,3,4,"17","2016W12","2015W24","2015W50",7,"26",2016-03-20,2015-06-14,2015-12-13
1,1,1,4,4,"17","2016W12","2014W51","2015W50",7,"52",2016-03-20,2014-12-14,2015-12-13
7,7,7,7,7,"17","2016W13","2016W01","2016W05",4,"4",2016-03-27,2016-01-03,2016-01-31
7,7,7,7,7,"17","2016W13","2015W49","2016W05",4,"8",2016-03-27,2015-12-06,2016-01-31
2,3,4,6,7,"17","2016W13","2015W31","2016W05",4,"26",2016-03-27,2015-08-02,2016-01-31
1,1,1,4,6,"17","2016W13","2015W05","2016W05",4,"52",2016-03-27,2015-02-01,2016-01-31
NA,NA,NA,NA,NA,"17","2016W14","2015W48","2015W52",7,"4",2016-04-03,2015-11-29,2015-12-27
NA,NA,NA,NA,NA,"17","2016W14","2015W44","2015W52",7,"8",2016-04-03,2015-11-01,2015-12-27
1,1,1,2,4,"17","2016W14","2015W26","2015W52",7,"26",2016-04-03,2015-06-28,2015-12-27
1,1,1,4,4,"17","2016W14","2014W53","2015W52",7,"52",2016-04-03,2014-12-28,2015-12-27
NA,NA,NA,NA,NA,"17","2016W15","2016W03","2016W07",4,"4",2016-04-10,2016-01-17,2016-02-14
7,7,7,7,7,"17","2016W15","2015W51","2016W07",4,"8",2016-04-10,2015-12-20,2016-02-14
7,7,7,7,7,"17","2016W15","2015W33","2016W07",4,"26",2016-04-10,2015-08-16,2016-02-14
1,1,1,4,6,"17","2016W15","2015W07","2016W07",4,"52",2016-04-10,2015-02-15,2016-02-14
7,7,7,7,7,"17","2016W16","2015W50","2016W02",7,"4",2016-04-17,2015-12-13,2016-01-10
7,7,7,7,7,"17","2016W16","2015W46","2016W02",7,"8",2016-04-17,2015-11-15,2016-01-10
1,1,1,4,7,"17","2016W16","2015W28","2016W02",7,"26",2016-04-17,2015-07-12,2016-01-10
1,1,1,4,6,"17","2016W16","2015W02","2016W02",7,"52",2016-04-17,2015-01-11,2016-01-10
7,7,7,7,7,"17","2016W17","2015W51","2016W03",7,"4",2016-04-24,2015-12-20,2016-01-17
7,7,7,7,7,"17","2016W17","2015W47","2016W03",7,"8",2016-04-24,2015-11-22,2016-01-17
1,1,1,4,7,"17","2016W17","2015W29","2016W03",7,"26",2016-04-24,2015-07-19,2016-01-17
1,1,1,4,6,"17","2016W17","2015W03","2016W03",7,"52",2016-04-24,2015-01-18,2016-01-17
7,7,7,7,7,"17","2016W18","2015W52","2016W04",7,"4",2016-05-01,2015-12-27,2016-01-24
7,7,7,7,7,"17","2016W18","2015W48","2016W04",7,"8",2016-05-01,2015-11-29,2016-01-24
1,1,1,4,7,"17","2016W18","2015W30","2016W04",7,"26",2016-05-01,2015-07-26,2016-01-24
1,1,1,4,6,"17","2016W18","2015W04","2016W04",7,"52",2016-05-01,2015-01-25,2016-01-24
7,7,7,7,7,"17","2016W19","2016W01","2016W05",7,"4",2016-05-08,2016-01-03,2016-01-31
7,7,7,7,7,"17","2016W19","2015W49","2016W05",7,"8",2016-05-08,2015-12-06,2016-01-31
2,3,4,6,7,"17","2016W19","2015W31","2016W05",7,"26",2016-05-08,2015-08-02,2016-01-31
1,1,1,4,6,"17","2016W19","2015W05","2016W05",7,"52",2016-05-08,2015-02-01,2016-01-31
NA,NA,NA,NA,NA,"17","2016W20","2016W02","2016W06",7,"4",2016-05-15,2016-01-10,2016-02-07
7,7,7,7,7,"17","2016W20","2015W50","2016W06",7,"8",2016-05-15,2015-12-13,2016-02-07
2,3,4,6,7,"17","2016W20","2015W32","2016W06",7,"26",2016-05-15,2015-08-09,2016-02-07
1,1,1,4,6,"17","2016W20","2015W06","2016W06",7,"52",2016-05-15,2015-02-08,2016-02-07
NA,NA,NA,NA,NA,"17","2016W21","2016W03","2016W07",7,"4",2016-05-22,2016-01-17,2016-02-14
7,7,7,7,7,"17","2016W21","2015W51","2016W07",7,"8",2016-05-22,2015-12-20,2016-02-14
7,7,7,7,7,"17","2016W21","2015W33","2016W07",7,"26",2016-05-22,2015-08-16,2016-02-14
1,1,1,4,6,"17","2016W21","2015W07","2016W07",7,"52",2016-05-22,2015-02-15,2016-02-14
0,0,0,0,0,"17","2016W22","2016W04","2016W08",7,"4",2016-05-29,2016-01-24,2016-02-21
1,2,4,6,7,"17","2016W22","2015W52","2016W08",7,"8",2016-05-29,2015-12-27,2016-02-21
1,2,4,6,7,"17","2016W22","2015W34","2016W08",7,"26",2016-05-29,2015-08-23,2016-02-21
0,1,1,4,6,"17","2016W22","2015W08","2016W08",7,"52",2016-05-29,2015-02-22,2016-02-21
0,0,0,0,0,"17","2016W23","2016W05","2016W09",7,"4",2016-06-05,2016-01-31,2016-02-28
1,2,4,6,7,"17","2016W23","2016W01","2016W09",7,"8",2016-06-05,2016-01-03,2016-02-28
1,2,4,6,7,"17","2016W23","2015W35","2016W09",7,"26",2016-06-05,2015-08-30,2016-02-28
0,1,1,4,6,"17","2016W23","2015W09","2016W09",7,"52",2016-06-05,2015-03-01,2016-02-28
0,0,0,0,0,"17","2016W24","2016W06","2016W10",7,"4",2016-06-12,2016-02-07,2016-03-06
0,0,0,0,0,"17","2016W24","2016W02","2016W10",7,"8",2016-06-12,2016-01-10,2016-03-06
0,0,0,4,7,"17","2016W24","2015W36","2016W10",7,"26",2016-06-12,2015-09-06,2016-03-06
0,1,1,4,6,"17","2016W24","2015W10","2016W10",7,"52",2016-06-12,2015-03-08,2016-03-06
0,0,0,0,0,"17","2016W25","2016W07","2016W11",7,"4",2016-06-19,2016-02-14,2016-03-13
0,0,0,0,0,"17","2016W25","2016W03","2016W11",7,"8",2016-06-19,2016-01-17,2016-03-13
0,0,0,0,6,"17","2016W25","2015W37","2016W11",7,"26",2016-06-19,2015-09-13,2016-03-13
0,0,1,4,6,"17","2016W25","2015W11","2016W11",7,"52",2016-06-19,2015-03-15,2016-03-13
0,0,0,1,2,"17","2016W26","2016W10","2016W14",6,"4",2016-06-26,2016-03-06,2016-04-03
0,0,0,0,2,"17","2016W26","2016W06","2016W14",6,"8",2016-06-26,2016-02-07,2016-04-03
0,0,0,1,5,"17","2016W26","2015W40","2016W14",6,"26",2016-06-26,2015-10-04,2016-04-03
0,0,1,3,5,"17","2016W26","2015W14","2016W14",6,"52",2016-06-26,2015-04-05,2016-04-03
0,0,1,3,13,"17","2016W27","2016W13","2016W17",5,"4",2016-07-03,2016-03-27,2016-04-24
0,0,0,2,10,"17","2016W27","2016W09","2016W17",5,"8",2016-07-03,2016-02-28,2016-04-24
0,0,0,2,11,"17","2016W27","2015W43","2016W17",5,"26",2016-07-03,2015-10-25,2016-04-24
0,0,1,4,7,"17","2016W27","2015W17","2016W17",5,"52",2016-07-03,2015-04-26,2016-04-24
NA,NA,NA,NA,NA,"17","2016W28","2016W02","2016W06",11,"4",2016-07-10,2016-01-10,2016-02-07
7,7,7,7,7,"17","2016W28","2015W50","2016W06",11,"8",2016-07-10,2015-12-13,2016-02-07
2,3,4,6,7,"17","2016W28","2015W32","2016W06",11,"26",2016-07-10,2015-08-09,2016-02-07
1,1,1,4,6,"17","2016W28","2015W06","2016W06",11,"52",2016-07-10,2015-02-08,2016-02-07
0,0,0,1,2,"17","2016W29","2016W11","2016W15",7,"4",2016-07-17,2016-03-13,2016-04-10
0,0,0,1,2,"17","2016W29","2016W07","2016W15",7,"8",2016-07-17,2016-02-14,2016-04-10
0,0,0,1,5,"17","2016W29","2015W41","2016W15",7,"26",2016-07-17,2015-10-11,2016-04-10
0,0,1,3,5,"17","2016W29","2015W15","2016W15",7,"52",2016-07-17,2015-04-12,2016-04-10
0,1,2,4,12,"17","2016W30","2016W16","2016W20",5,"4",2016-07-24,2016-04-17,2016-05-15
0,0,1,3,9,"17","2016W30","2016W12","2016W20",5,"8",2016-07-24,2016-03-20,2016-05-15
0,0,1,3,8,"17","2016W30","2015W46","2016W20",5,"26",2016-07-24,2015-11-15,2016-05-15
0,0,1,3,7,"17","2016W30","2015W20","2016W20",5,"52",2016-07-24,2015-05-17,2016-05-15
0,0,0,1,2,"17","2016W31","2016W11","2016W15",8,"4",2016-07-31,2016-03-13,2016-04-10
0,0,0,1,2,"17","2016W31","2016W07","2016W15",8,"8",2016-07-31,2016-02-14,2016-04-10
0,0,0,1,5,"17","2016W31","2015W41","2016W15",8,"26",2016-07-31,2015-10-11,2016-04-10
0,0,1,3,5,"17","2016W31","2015W15","2016W15",8,"52",2016-07-31,2015-04-12,2016-04-10
0,0,0,1,3,"17","2016W32","2016W18","2016W22",5,"4",2016-08-07,2016-05-01,2016-05-29
0,0,1,3,9,"17","2016W32","2016W14","2016W22",5,"8",2016-08-07,2016-04-03,2016-05-29
0,0,0,2,7,"17","2016W32","2015W48","2016W22",5,"26",2016-08-07,2015-11-29,2016-05-29
0,0,1,3,6,"17","2016W32","2015W22","2016W22",5,"52",2016-08-07,2015-05-31,2016-05-29
1,1,1,4,13,"17","2016W33","2016W15","2016W19",7,"4",2016-08-14,2016-04-10,2016-05-08
0,0,1,2,9,"17","2016W33","2016W11","2016W19",7,"8",2016-08-14,2016-03-13,2016-05-08
0,0,1,2,9,"17","2016W33","2015W45","2016W19",7,"26",2016-08-14,2015-11-08,2016-05-08
0,0,1,3,7,"17","2016W33","2015W19","2016W19",7,"52",2016-08-14,2015-05-10,2016-05-08
0,0,1,3,12,"17","2016W34","2016W12","2016W16",9,"4",2016-08-21,2016-03-20,2016-04-17
0,0,0,2,10,"17","2016W34","2016W08","2016W16",9,"8",2016-08-21,2016-02-21,2016-04-17
0,0,0,2,11,"17","2016W34","2015W42","2016W16",9,"26",2016-08-21,2015-10-18,2016-04-17
0,0,1,4,7,"17","2016W34","2015W16","2016W16",9,"52",2016-08-21,2015-04-19,2016-04-17
0,0,0,0,1,"17","2016W35","2016W09","2016W13",11,"4",2016-08-28,2016-02-28,2016-03-27
0,0,0,0,1,"17","2016W35","2016W05","2016W13",11,"8",2016-08-28,2016-01-31,2016-03-27
0,0,0,0,5,"17","2016W35","2015W39","2016W13",11,"26",2016-08-28,2015-09-27,2016-03-27
0,0,1,3,5,"17","2016W35","2015W13","2016W13",11,"52",2016-08-28,2015-03-29,2016-03-27
0,0,1,1,6,"17","2016W36","2016W22","2016W26",5,"4",2016-09-04,2016-05-29,2016-06-26
0,0,1,1,5,"17","2016W36","2016W18","2016W26",5,"8",2016-09-04,2016-05-01,2016-06-26
0,0,0,2,7,"17","2016W36","2015W52","2016W26",5,"26",2016-09-04,2015-12-27,2016-06-26
0,0,1,2,7,"17","2016W36","2015W26","2016W26",5,"52",2016-09-04,2015-06-28,2016-06-26
0,0,1,2,5,"17","2016W37","2016W19","2016W23",7,"4",2016-09-11,2016-05-08,2016-06-05
0,0,1,3,10,"17","2016W37","2016W15","2016W23",7,"8",2016-09-11,2016-04-10,2016-06-05
0,0,1,2,7,"17","2016W37","2015W49","2016W23",7,"26",2016-09-11,2015-12-06,2016-06-05
0,0,1,3,7,"17","2016W37","2015W23","2016W23",7,"52",2016-09-11,2015-06-07,2016-06-05
0,0,0,1,6,"17","2016W38","2016W20","2016W24",7,"4",2016-09-18,2016-05-15,2016-06-12
0,0,1,3,10,"17","2016W38","2016W16","2016W24",7,"8",2016-09-18,2016-04-17,2016-06-12
0,0,1,2,7,"17","2016W38","2015W50","2016W24",7,"26",2016-09-18,2015-12-13,2016-06-12
0,0,1,3,7,"17","2016W38","2015W24","2016W24",7,"52",2016-09-18,2015-06-14,2016-06-12
0,0,0,1,6,"17","2016W39","2016W21","2016W25",7,"4",2016-09-25,2016-05-22,2016-06-19
0,0,1,1,5,"17","2016W39","2016W17","2016W25",7,"8",2016-09-25,2016-04-24,2016-06-19
0,0,1,2,7,"17","2016W39","2015W51","2016W25",7,"26",2016-09-25,2015-12-20,2016-06-19
0,0,1,2,7,"17","2016W39","2015W25","2016W25",7,"52",2016-09-25,2015-06-21,2016-06-19
0,0,1,1,6,"17","2016W40","2016W22","2016W26",7,"4",2016-10-02,2016-05-29,2016-06-26
0,0,1,1,5,"17","2016W40","2016W18","2016W26",7,"8",2016-10-02,2016-05-01,2016-06-26
0,0,0,2,7,"17","2016W40","2015W52","2016W26",7,"26",2016-10-02,2015-12-27,2016-06-26
0,0,1,2,7,"17","2016W40","2015W26","2016W26",7,"52",2016-10-02,2015-06-28,2016-06-26
0,0,1,2,6,"17","2016W41","2016W23","2016W27",7,"4",2016-10-09,2016-06-05,2016-07-03
0,0,0,1,4,"17","2016W41","2016W19","2016W27",7,"8",2016-10-09,2016-05-08,2016-07-03
0,0,0,2,7,"17","2016W41","2016W01","2016W27",7,"26",2016-10-09,2016-01-03,2016-07-03
0,0,1,2,7,"17","2016W41","2015W27","2016W27",7,"52",2016-10-09,2015-07-05,2016-07-03
0,0,0,0,2,"17","2016W42","2016W24","2016W28",7,"4",2016-10-16,2016-06-12,2016-07-10
0,0,0,1,5,"17","2016W42","2016W20","2016W28",7,"8",2016-10-16,2016-05-15,2016-07-10
0,0,0,1,6,"17","2016W42","2016W02","2016W28",7,"26",2016-10-16,2016-01-10,2016-07-10
0,0,0,1,7,"17","2016W42","2015W28","2016W28",7,"52",2016-10-16,2015-07-12,2016-07-10
0,0,0,1,2,"17","2016W43","2016W27","2016W31",6,"4",2016-10-23,2016-07-03,2016-07-31
0,0,0,1,4,"17","2016W43","2016W23","2016W31",6,"8",2016-10-23,2016-06-05,2016-07-31
0,0,0,1,5,"17","2016W43","2016W05","2016W31",6,"26",2016-10-23,2016-01-31,2016-07-31
0,0,0,1,7,"17","2016W43","2015W31","2016W31",6,"52",2016-10-23,2015-08-02,2016-07-31
0,0,0,1,1,"17","2016W44","2016W30","2016W34",5,"4",2016-10-30,2016-07-24,2016-08-21
0,0,0,1,2,"17","2016W44","2016W26","2016W34",5,"8",2016-10-30,2016-06-26,2016-08-21
0,0,0,1,5,"17","2016W44","2016W08","2016W34",5,"26",2016-10-30,2016-02-21,2016-08-21
0,0,0,1,7,"17","2016W44","2015W34","2016W34",5,"52",2016-10-30,2015-08-23,2016-08-21
0,0,0,1,1,"17","2016W45","2016W31","2016W35",5,"4",2016-11-06,2016-07-31,2016-08-28
0,0,0,1,2,"17","2016W45","2016W27","2016W35",5,"8",2016-11-06,2016-07-03,2016-08-28
0,0,0,1,5,"17","2016W45","2016W09","2016W35",5,"26",2016-11-06,2016-02-28,2016-08-28
0,0,0,1,7,"17","2016W45","2015W35","2016W35",5,"52",2016-11-06,2015-08-30,2016-08-28
0,0,0,1,1,"17","2016W46","2016W32","2016W36",5,"4",2016-11-13,2016-08-07,2016-09-04
0,0,0,1,1,"17","2016W46","2016W28","2016W36",5,"8",2016-11-13,2016-07-10,2016-09-04
0,0,0,1,5,"17","2016W46","2016W10","2016W36",5,"26",2016-11-13,2016-03-06,2016-09-04
0,0,0,1,7,"17","2016W46","2015W36","2016W36",5,"52",2016-11-13,2015-09-06,2016-09-04
0,0,1,1,1,"17","2016W47","2016W33","2016W37",5,"4",2016-11-20,2016-08-14,2016-09-11
0,0,0,1,1,"17","2016W47","2016W29","2016W37",5,"8",2016-11-20,2016-07-17,2016-09-11
0,0,0,1,5,"17","2016W47","2016W11","2016W37",5,"26",2016-11-20,2016-03-13,2016-09-11
0,0,0,1,7,"17","2016W47","2015W37","2016W37",5,"52",2016-11-20,2015-09-13,2016-09-11
0,0,1,1,1,"17","2016W48","2016W34","2016W38",5,"4",2016-11-27,2016-08-21,2016-09-18
0,0,0,1,1,"17","2016W48","2016W30","2016W38",5,"8",2016-11-27,2016-07-24,2016-09-18
0,0,0,1,5,"17","2016W48","2016W12","2016W38",5,"26",2016-11-27,2016-03-20,2016-09-18
0,0,0,1,7,"17","2016W48","2015W38","2016W38",5,"52",2016-11-27,2015-09-20,2016-09-18
0,0,0,0,0,"17","2016W49","2016W35","2016W39",5,"4",2016-12-04,2016-08-28,2016-09-25
0,0,0,1,1,"17","2016W49","2016W31","2016W39",5,"8",2016-12-04,2016-07-31,2016-09-25
0,0,0,1,5,"17","2016W49","2016W13","2016W39",5,"26",2016-12-04,2016-03-27,2016-09-25
0,0,0,1,7,"17","2016W49","2015W39","2016W39",5,"52",2016-12-04,2015-09-27,2016-09-25
0,0,0,0,0,"17","2016W50","2016W36","2016W40",5,"4",2016-12-11,2016-09-04,2016-10-02
0,0,0,1,1,"17","2016W50","2016W32","2016W40",5,"8",2016-12-11,2016-08-07,2016-10-02
0,0,0,1,6,"17","2016W50","2016W14","2016W40",5,"26",2016-12-11,2016-04-03,2016-10-02
0,0,0,1,7,"17","2016W50","2015W40","2016W40",5,"52",2016-12-11,2015-10-04,2016-10-02
0,0,0,0,0,"17","2016W51","2016W35","2016W39",6,"4",2016-12-18,2016-08-28,2016-09-25
0,0,0,1,1,"17","2016W51","2016W31","2016W39",6,"8",2016-12-18,2016-07-31,2016-09-25
0,0,0,1,5,"17","2016W51","2016W13","2016W39",6,"26",2016-12-18,2016-03-27,2016-09-25
0,0,0,1,7,"17","2016W51","2015W39","2016W39",6,"52",2016-12-18,2015-09-27,2016-09-25
0,0,0,0,0,"17","2016W52","2016W38","2016W42",5,"4",2016-12-25,2016-09-18,2016-10-16
0,0,0,1,1,"17","2016W52","2016W34","2016W42",5,"8",2016-12-25,2016-08-21,2016-10-16
0,0,0,1,6,"17","2016W52","2016W16","2016W42",5,"26",2016-12-25,2016-04-17,2016-10-16
0,0,0,1,7,"17","2016W52","2015W42","2016W42",5,"52",2016-12-25,2015-10-18,2016-10-16
0,0,0,0,0,"17","2017W01","2016W37","2016W41",6,"4",2017-01-01,2016-09-11,2016-10-09
0,0,0,1,1,"17","2017W01","2016W33","2016W41",6,"8",2017-01-01,2016-08-14,2016-10-09
0,0,0,1,6,"17","2017W01","2016W15","2016W41",6,"26",2017-01-01,2016-04-10,2016-10-09
0,0,0,1,7,"17","2017W01","2015W41","2016W41",6,"52",2017-01-01,2015-10-11,2016-10-09
0,0,0,0,0,"17","2017W02","2016W38","2016W42",6,"4",2017-01-08,2016-09-18,2016-10-16
0,0,0,1,1,"17","2017W02","2016W34","2016W42",6,"8",2017-01-08,2016-08-21,2016-10-16
0,0,0,1,6,"17","2017W02","2016W16","2016W42",6,"26",2017-01-08,2016-04-17,2016-10-16
0,0,0,1,7,"17","2017W02","2015W42","2016W42",6,"52",2017-01-08,2015-10-18,2016-10-16
0,0,0,0,0,"17","2017W03","2016W39","2016W43",6,"4",2017-01-15,2016-09-25,2016-10-23
0,0,0,0,0,"17","2017W03","2016W35","2016W43",6,"8",2017-01-15,2016-08-28,2016-10-23
0,0,0,1,3,"17","2017W03","2016W17","2016W43",6,"26",2017-01-15,2016-04-24,2016-10-23
0,0,0,1,7,"17","2017W03","2015W43","2016W43",6,"52",2017-01-15,2015-10-25,2016-10-23
0,0,0,1,2,"17","2017W04","2016W46","2016W50",3,"4",2017-01-22,2016-11-13,2016-12-11
0,0,0,1,2,"17","2017W04","2016W42","2016W50",3,"8",2017-01-22,2016-10-16,2016-12-11
0,0,0,1,2,"17","2017W04","2016W24","2016W50",3,"26",2017-01-22,2016-06-12,2016-12-11
0,0,0,1,4,"17","2017W04","2015W50","2016W50",3,"52",2017-01-22,2015-12-13,2016-12-11
0,0,0,1,2,"17","2017W05","2016W49","2017W01",2,"4",2017-01-29,2016-12-04,2017-01-01
0,0,0,1,2,"17","2017W05","2016W45","2017W01",2,"8",2017-01-29,2016-11-06,2017-01-01
0,0,0,1,2,"17","2017W05","2016W27","2017W01",2,"26",2017-01-29,2016-07-03,2017-01-01
0,0,0,1,4,"17","2017W05","2016W01","2017W01",2,"52",2017-01-29,2016-01-03,2017-01-01
0,0,0,1,2,"17","2017W06","2016W50","2017W02",2,"4",2017-02-05,2016-12-11,2017-01-08
0,0,0,1,2,"17","2017W06","2016W46","2017W02",2,"8",2017-02-05,2016-11-13,2017-01-08
0,0,0,1,2,"17","2017W06","2016W28","2017W02",2,"26",2017-02-05,2016-07-10,2017-01-08
0,0,0,1,3,"17","2017W06","2016W02","2017W02",2,"52",2017-02-05,2016-01-10,2017-01-08
0,0,1,1,2,"17","2017W07","2016W51","2017W03",2,"4",2017-02-12,2016-12-18,2017-01-15
0,0,0,1,1,"17","2017W07","2016W47","2017W03",2,"8",2017-02-12,2016-11-20,2017-01-15
0,0,0,1,2,"17","2017W07","2016W29","2017W03",2,"26",2017-02-12,2016-07-17,2017-01-15
0,0,0,1,3,"17","2017W07","2016W03","2017W03",2,"52",2017-02-12,2016-01-17,2017-01-15
0,0,1,1,1,"17","2017W08","2016W52","2017W04",2,"4",2017-02-19,2016-12-25,2017-01-22
0,0,0,1,2,"17","2017W08","2016W48","2017W04",2,"8",2017-02-19,2016-11-27,2017-01-22
0,0,0,1,2,"17","2017W08","2016W30","2017W04",2,"26",2017-02-19,2016-07-24,2017-01-22
0,0,0,1,3,"17","2017W08","2016W04","2017W04",2,"52",2017-02-19,2016-01-24,2017-01-22
0,0,0,1,1,"17","2017W09","2017W01","2017W05",2,"4",2017-02-26,2017-01-01,2017-01-29
0,0,0,1,2,"17","2017W09","2016W49","2017W05",2,"8",2017-02-26,2016-12-04,2017-01-29
0,0,0,1,2,"17","2017W09","2016W31","2017W05",2,"26",2017-02-26,2016-07-31,2017-01-29
0,0,0,1,3,"17","2017W09","2016W05","2017W05",2,"52",2017-02-26,2016-01-31,2017-01-29
0,0,0,0,1,"17","2017W10","2017W02","2017W06",2,"4",2017-03-05,2017-01-08,2017-02-05
0,0,0,1,2,"17","2017W10","2016W50","2017W06",2,"8",2017-03-05,2016-12-11,2017-02-05
0,0,0,1,2,"17","2017W10","2016W32","2017W06",2,"26",2017-03-05,2016-08-07,2017-02-05
0,0,0,1,3,"17","2017W10","2016W06","2017W06",2,"52",2017-03-05,2016-02-07,2017-02-05
0,0,0,1,3,"17","2017W11","2017W03","2017W07",2,"4",2017-03-12,2017-01-15,2017-02-12
0,0,0,1,3,"17","2017W11","2016W51","2017W07",2,"8",2017-03-12,2016-12-18,2017-02-12
0,0,0,1,3,"17","2017W11","2016W33","2017W07",2,"26",2017-03-12,2016-08-14,2017-02-12
