"q5","q25","q50","q75","q95","id","baseweek","start","end","q95old","window","basedate","startdate","enddate"
NA,NA,NA,NA,NA,"51","2011W44","2011W20","2011W28",8,"8",2011-10-30,2011-05-15,2011-07-10
7,7,7,8,8,"51","2011W44","2011W02","2011W28",8,"26",2011-10-30,2011-01-09,2011-07-10
1,1,4,8,10,"51","2011W44","2010W28","2011W28",8,"52",2011-10-30,2010-07-11,2011-07-10
NA,NA,NA,NA,NA,"51","2011W45","2011W25","2011W29",8,"4",2011-11-06,2011-06-19,2011-07-17
NA,NA,NA,NA,NA,"51","2011W45","2011W21","2011W29",8,"8",2011-11-06,2011-05-22,2011-07-17
7,7,7,8,8,"51","2011W45","2011W03","2011W29",8,"26",2011-11-06,2011-01-16,2011-07-17
1,1,4,8,10,"51","2011W45","2010W29","2011W29",8,"52",2011-11-06,2010-07-18,2011-07-17
NA,NA,NA,NA,NA,"51","2011W46","2011W26","2011W30",8,"4",2011-11-13,2011-06-26,2011-07-24
NA,NA,NA,NA,NA,"51","2011W46","2011W22","2011W30",8,"8",2011-11-13,2011-05-29,2011-07-24
6,6,6,6,6,"51","2011W46","2011W04","2011W30",8,"26",2011-11-13,2011-01-23,2011-07-24
1,1,2,8,10,"51","2011W46","2010W30","2011W30",8,"52",2011-11-13,2010-07-25,2011-07-24
3,3,3,3,3,"51","2011W47","2011W31","2011W35",6,"4",2011-11-20,2011-07-31,2011-08-28
3,3,3,3,3,"51","2011W47","2011W27","2011W35",6,"8",2011-11-20,2011-07-03,2011-08-28
3,3,3,3,3,"51","2011W47","2011W09","2011W35",6,"26",2011-11-20,2011-02-27,2011-08-28
1,2,5,9,10,"51","2011W47","2010W35","2011W35",6,"52",2011-11-20,2010-08-29,2011-08-28
NA,NA,NA,NA,NA,"51","2011W48","2011W38","2011W42",3,"4",2011-11-27,2011-09-18,2011-10-16
3,3,3,3,3,"51","2011W48","2011W34","2011W42",3,"8",2011-11-27,2011-08-21,2011-10-16
3,3,3,3,3,"51","2011W48","2011W16","2011W42",3,"26",2011-11-27,2011-04-17,2011-10-16
2,3,5,7,8,"51","2011W48","2010W42","2011W42",3,"52",2011-11-27,2010-10-17,2011-10-16
NA,NA,NA,NA,NA,"51","2011W49","2011W39","2011W43",3,"4",2011-12-04,2011-09-25,2011-10-23
NA,NA,NA,NA,NA,"51","2011W49","2011W35","2011W43",3,"8",2011-12-04,2011-08-28,2011-10-23
3,3,3,3,3,"51","2011W49","2011W17","2011W43",3,"26",2011-12-04,2011-04-24,2011-10-23
2,3,5,7,8,"51","2011W49","2010W43","2011W43",3,"52",2011-12-04,2010-10-24,2011-10-23
NA,NA,NA,NA,NA,"51","2011W50","2011W40","2011W44",3,"4",2011-12-11,2011-10-02,2011-10-30
NA,NA,NA,NA,NA,"51","2011W50","2011W36","2011W44",3,"8",2011-12-11,2011-09-04,2011-10-30
3,3,3,3,3,"51","2011W50","2011W18","2011W44",3,"26",2011-12-11,2011-05-01,2011-10-30
2,3,5,7,8,"51","2011W50","2010W44","2011W44",3,"52",2011-12-11,2010-10-31,2011-10-30
NA,NA,NA,NA,NA,"51","2011W51","2011W41","2011W45",3,"4",2011-12-18,2011-10-09,2011-11-06
NA,NA,NA,NA,NA,"51","2011W51","2011W37","2011W45",3,"8",2011-12-18,2011-09-11,2011-11-06
3,3,3,3,3,"51","2011W51","2011W19","2011W45",3,"26",2011-12-18,2011-05-08,2011-11-06
2,3,5,7,8,"51","2011W51","2010W45","2011W45",3,"52",2011-12-18,2010-11-07,2011-11-06
NA,NA,NA,NA,NA,"51","2011W52","2011W42","2011W46",3,"4",2011-12-25,2011-10-16,2011-11-13
NA,NA,NA,NA,NA,"51","2011W52","2011W38","2011W46",3,"8",2011-12-25,2011-09-18,2011-11-13
3,3,3,3,3,"51","2011W52","2011W20","2011W46",3,"26",2011-12-25,2011-05-15,2011-11-13
2,3,5,7,8,"51","2011W52","2010W46","2011W46",3,"52",2011-12-25,2010-11-14,2011-11-13
NA,NA,NA,NA,NA,"51","2012W01","2011W43","2011W47",3,"4",2012-01-01,2011-10-23,2011-11-20
NA,NA,NA,NA,NA,"51","2012W01","2011W39","2011W47",3,"8",2012-01-01,2011-09-25,2011-11-20
3,3,3,3,3,"51","2012W01","2011W21","2011W47",3,"26",2012-01-01,2011-05-22,2011-11-20
2,3,5,7,8,"51","2012W01","2010W47","2011W47",3,"52",2012-01-01,2010-11-21,2011-11-20
NA,NA,NA,NA,NA,"51","2012W02","2011W44","2011W48",3,"4",2012-01-08,2011-10-30,2011-11-27
NA,NA,NA,NA,NA,"51","2012W02","2011W40","2011W48",3,"8",2012-01-08,2011-10-02,2011-11-27
3,3,3,3,3,"51","2012W02","2011W22","2011W48",3,"26",2012-01-08,2011-05-29,2011-11-27
2,3,5,7,8,"51","2012W02","2010W48","2011W48",3,"52",2012-01-08,2010-11-28,2011-11-27
NA,NA,NA,NA,NA,"51","2012W03","2011W45","2011W49",3,"4",2012-01-15,2011-11-06,2011-12-04
NA,NA,NA,NA,NA,"51","2012W03","2011W41","2011W49",3,"8",2012-01-15,2011-10-09,2011-12-04
3,3,3,3,3,"51","2012W03","2011W23","2011W49",3,"26",2012-01-15,2011-06-05,2011-12-04
4,5,6,7,8,"51","2012W03","2010W49","2011W49",3,"52",2012-01-15,2010-12-05,2011-12-04
NA,NA,NA,NA,NA,"51","2012W04","2011W46","2011W50",3,"4",2012-01-22,2011-11-13,2011-12-11
NA,NA,NA,NA,NA,"51","2012W04","2011W42","2011W50",3,"8",2012-01-22,2011-10-16,2011-12-11
3,3,3,3,3,"51","2012W04","2011W24","2011W50",3,"26",2012-01-22,2011-06-12,2011-12-11
4,5,6,7,8,"51","2012W04","2010W50","2011W50",3,"52",2012-01-22,2010-12-12,2011-12-11
NA,NA,NA,NA,NA,"51","2012W05","2011W47","2011W51",3,"4",2012-01-29,2011-11-20,2011-12-18
NA,NA,NA,NA,NA,"51","2012W05","2011W43","2011W51",3,"8",2012-01-29,2011-10-23,2011-12-18
3,3,3,3,3,"51","2012W05","2011W25","2011W51",3,"26",2012-01-29,2011-06-19,2011-12-18
4,5,6,7,8,"51","2012W05","2010W51","2011W51",3,"52",2012-01-29,2010-12-19,2011-12-18
NA,NA,NA,NA,NA,"51","2012W06","2011W48","2011W52",3,"4",2012-02-05,2011-11-27,2011-12-25
NA,NA,NA,NA,NA,"51","2012W06","2011W44","2011W52",3,"8",2012-02-05,2011-10-30,2011-12-25
3,3,3,3,3,"51","2012W06","2011W26","2011W52",3,"26",2012-02-05,2011-06-26,2011-12-25
4,5,6,7,8,"51","2012W06","2010W52","2011W52",3,"52",2012-02-05,2010-12-26,2011-12-25
NA,NA,NA,NA,NA,"51","2012W07","2011W49","2012W01",3,"4",2012-02-12,2011-12-04,2012-01-01
NA,NA,NA,NA,NA,"51","2012W07","2011W45","2012W01",3,"8",2012-02-12,2011-11-06,2012-01-01
3,3,3,3,3,"51","2012W07","2011W27","2012W01",3,"26",2012-02-12,2011-07-03,2012-01-01
4,5,6,7,8,"51","2012W07","2011W01","2012W01",3,"52",2012-02-12,2011-01-02,2012-01-01
NA,NA,NA,NA,NA,"51","2012W08","2011W50","2012W02",3,"4",2012-02-19,2011-12-11,2012-01-08
NA,NA,NA,NA,NA,"51","2012W08","2011W46","2012W02",3,"8",2012-02-19,2011-11-13,2012-01-08
3,3,3,3,3,"51","2012W08","2011W28","2012W02",3,"26",2012-02-19,2011-07-10,2012-01-08
4,5,6,7,8,"51","2012W08","2011W02","2012W02",3,"52",2012-02-19,2011-01-09,2012-01-08
NA,NA,NA,NA,NA,"51","2012W09","2011W51","2012W03",3,"4",2012-02-26,2011-12-18,2012-01-15
NA,NA,NA,NA,NA,"51","2012W09","2011W47","2012W03",3,"8",2012-02-26,2011-11-20,2012-01-15
3,3,3,3,3,"51","2012W09","2011W29","2012W03",3,"26",2012-02-26,2011-07-17,2012-01-15
4,5,6,7,8,"51","2012W09","2011W03","2012W03",3,"52",2012-02-26,2011-01-16,2012-01-15
NA,NA,NA,NA,NA,"51","2012W10","2011W52","2012W04",3,"4",2012-03-04,2011-12-25,2012-01-22
NA,NA,NA,NA,NA,"51","2012W10","2011W48","2012W04",3,"8",2012-03-04,2011-11-27,2012-01-22
3,3,3,3,3,"51","2012W10","2011W30","2012W04",3,"26",2012-03-04,2011-07-24,2012-01-22
4,4,5,6,6,"51","2012W10","2011W04","2012W04",3,"52",2012-03-04,2011-01-23,2012-01-22
NA,NA,NA,NA,NA,"51","2012W11","2012W01","2012W05",3,"4",2012-03-11,2012-01-01,2012-01-29
NA,NA,NA,NA,NA,"51","2012W11","2011W49","2012W05",3,"8",2012-03-11,2011-12-04,2012-01-29
3,3,3,3,3,"51","2012W11","2011W31","2012W05",3,"26",2012-03-11,2011-07-31,2012-01-29
4,4,5,6,6,"51","2012W11","2011W05","2012W05",3,"52",2012-03-11,2011-01-30,2012-01-29
NA,NA,NA,NA,NA,"51","2012W12","2012W02","2012W06",3,"4",2012-03-18,2012-01-08,2012-02-05
NA,NA,NA,NA,NA,"51","2012W12","2011W50","2012W06",3,"8",2012-03-18,2011-12-11,2012-02-05
3,3,3,3,3,"51","2012W12","2011W32","2012W06",3,"26",2012-03-18,2011-08-07,2012-02-05
3,3,3,3,3,"51","2012W12","2011W06","2012W06",3,"52",2012-03-18,2011-02-06,2012-02-05
NA,NA,NA,NA,NA,"51","2012W13","2012W03","2012W07",3,"4",2012-03-25,2012-01-15,2012-02-12
NA,NA,NA,NA,NA,"51","2012W13","2011W51","2012W07",3,"8",2012-03-25,2011-12-18,2012-02-12
3,3,3,3,3,"51","2012W13","2011W33","2012W07",3,"26",2012-03-25,2011-08-14,2012-02-12
3,3,3,3,3,"51","2012W13","2011W07","2012W07",3,"52",2012-03-25,2011-02-13,2012-02-12
NA,NA,NA,NA,NA,"51","2012W14","2012W04","2012W08",3,"4",2012-04-01,2012-01-22,2012-02-19
NA,NA,NA,NA,NA,"51","2012W14","2011W52","2012W08",3,"8",2012-04-01,2011-12-25,2012-02-19
3,3,3,3,3,"51","2012W14","2011W34","2012W08",3,"26",2012-04-01,2011-08-21,2012-02-19
3,3,3,3,3,"51","2012W14","2011W08","2012W08",3,"52",2012-04-01,2011-02-20,2012-02-19
NA,NA,NA,NA,NA,"51","2012W15","2012W05","2012W09",3,"4",2012-04-08,2012-01-29,2012-02-26
NA,NA,NA,NA,NA,"51","2012W15","2012W01","2012W09",3,"8",2012-04-08,2012-01-01,2012-02-26
NA,NA,NA,NA,NA,"51","2012W15","2011W35","2012W09",3,"26",2012-04-08,2011-08-28,2012-02-26
3,3,3,3,3,"51","2012W15","2011W09","2012W09",3,"52",2012-04-08,2011-02-27,2012-02-26
NA,NA,NA,NA,NA,"51","2012W16","2012W06","2012W10",3,"4",2012-04-15,2012-02-05,2012-03-04
NA,NA,NA,NA,NA,"51","2012W16","2012W02","2012W10",3,"8",2012-04-15,2012-01-08,2012-03-04
NA,NA,NA,NA,NA,"51","2012W16","2011W36","2012W10",3,"26",2012-04-15,2011-09-04,2012-03-04
3,3,3,3,3,"51","2012W16","2011W10","2012W10",3,"52",2012-04-15,2011-03-06,2012-03-04
NA,NA,NA,NA,NA,"51","2012W17","2012W07","2012W11",3,"4",2012-04-22,2012-02-12,2012-03-11
NA,NA,NA,NA,NA,"51","2012W17","2012W03","2012W11",3,"8",2012-04-22,2012-01-15,2012-03-11
NA,NA,NA,NA,NA,"51","2012W17","2011W37","2012W11",3,"26",2012-04-22,2011-09-11,2012-03-11
3,3,3,3,3,"51","2012W17","2011W11","2012W11",3,"52",2012-04-22,2011-03-13,2012-03-11
NA,NA,NA,NA,NA,"51","2012W18","2012W08","2012W12",3,"4",2012-04-29,2012-02-19,2012-03-18
NA,NA,NA,NA,NA,"51","2012W18","2012W04","2012W12",3,"8",2012-04-29,2012-01-22,2012-03-18
NA,NA,NA,NA,NA,"51","2012W18","2011W38","2012W12",3,"26",2012-04-29,2011-09-18,2012-03-18
3,3,3,3,3,"51","2012W18","2011W12","2012W12",3,"52",2012-04-29,2011-03-20,2012-03-18
NA,NA,NA,NA,NA,"51","2012W19","2012W09","2012W13",3,"4",2012-05-06,2012-02-26,2012-03-25
NA,NA,NA,NA,NA,"51","2012W19","2012W05","2012W13",3,"8",2012-05-06,2012-01-29,2012-03-25
NA,NA,NA,NA,NA,"51","2012W19","2011W39","2012W13",3,"26",2012-05-06,2011-09-25,2012-03-25
3,3,3,3,3,"51","2012W19","2011W13","2012W13",3,"52",2012-05-06,2011-03-27,2012-03-25
NA,NA,NA,NA,NA,"51","2012W20","2012W10","2012W14",3,"4",2012-05-13,2012-03-04,2012-04-01
NA,NA,NA,NA,NA,"51","2012W20","2012W06","2012W14",3,"8",2012-05-13,2012-02-05,2012-04-01
NA,NA,NA,NA,NA,"51","2012W20","2011W40","2012W14",3,"26",2012-05-13,2011-10-02,2012-04-01
3,3,3,3,3,"51","2012W20","2011W14","2012W14",3,"52",2012-05-13,2011-04-03,2012-04-01
19,19,19,19,19,"51","2012W21","2012W11","2012W15",3,"4",2012-05-20,2012-03-11,2012-04-08
19,19,19,19,19,"51","2012W21","2012W07","2012W15",3,"8",2012-05-20,2012-02-12,2012-04-08
19,19,19,19,19,"51","2012W21","2011W41","2012W15",3,"26",2012-05-20,2011-10-09,2012-04-08
4,7,11,15,19,"51","2012W21","2011W15","2012W15",3,"52",2012-05-20,2011-04-10,2012-04-08
3,3,3,3,3,"51","2012W22","2011W32","2011W36",19,"4",2012-05-27,2011-08-07,2011-09-04
3,3,3,3,3,"51","2012W22","2011W28","2011W36",19,"8",2012-05-27,2011-07-10,2011-09-04
3,3,3,3,3,"51","2012W22","2011W10","2011W36",19,"26",2012-05-27,2011-03-06,2011-09-04
1,2,6,9,10,"51","2012W22","2010W36","2011W36",19,"52",2012-05-27,2010-09-05,2011-09-04
13,13,13,16,19,"51","2012W23","2012W13","2012W17",3,"4",2012-06-03,2012-03-25,2012-04-22
13,13,13,16,19,"51","2012W23","2012W09","2012W17",3,"8",2012-06-03,2012-02-26,2012-04-22
13,13,13,16,19,"51","2012W23","2011W43","2012W17",3,"26",2012-06-03,2011-10-23,2012-04-22
5,10,13,15,19,"51","2012W23","2011W17","2012W17",3,"52",2012-06-03,2011-04-24,2012-04-22
3,3,3,3,3,"51","2012W24","2011W34","2011W38",19,"4",2012-06-10,2011-08-21,2011-09-18
3,3,3,3,3,"51","2012W24","2011W30","2011W38",19,"8",2012-06-10,2011-07-24,2011-09-18
3,3,3,3,3,"51","2012W24","2011W12","2011W38",19,"26",2012-06-10,2011-03-20,2011-09-18
1,1,3,7,8,"51","2012W24","2010W38","2011W38",19,"52",2012-06-10,2010-09-19,2011-09-18
13,13,16,21,25,"51","2012W25","2012W15","2012W19",3,"4",2012-06-17,2012-04-08,2012-05-06
13,13,16,21,25,"51","2012W25","2012W11","2012W19",3,"8",2012-06-17,2012-03-11,2012-05-06
13,13,16,21,25,"51","2012W25","2011W45","2012W19",3,"26",2012-06-17,2011-11-06,2012-05-06
5,12,13,19,25,"51","2012W25","2011W19","2012W19",3,"52",2012-06-17,2011-05-08,2012-05-06
NA,NA,NA,NA,NA,"51","2012W26","2011W24","2011W28",25,"4",2012-06-24,2011-06-12,2011-07-10
NA,NA,NA,NA,NA,"51","2012W26","2011W20","2011W28",25,"8",2012-06-24,2011-05-15,2011-07-10
7,7,7,8,8,"51","2012W26","2011W02","2011W28",25,"26",2012-06-24,2011-01-09,2011-07-10
1,1,4,8,10,"51","2012W26","2010W28","2011W28",25,"52",2012-06-24,2010-07-11,2011-07-10
NA,NA,NA,NA,NA,"51","2012W27","2012W07","2012W11",8,"4",2012-07-01,2012-02-12,2012-03-11
NA,NA,NA,NA,NA,"51","2012W27","2012W03","2012W11",8,"8",2012-07-01,2012-01-15,2012-03-11
NA,NA,NA,NA,NA,"51","2012W27","2011W37","2012W11",8,"26",2012-07-01,2011-09-11,2012-03-11
3,3,3,3,3,"51","2012W27","2011W11","2012W11",8,"52",2012-07-01,2011-03-13,2012-03-11
NA,NA,NA,NA,NA,"51","2012W28","2012W08","2012W12",8,"4",2012-07-08,2012-02-19,2012-03-18
NA,NA,NA,NA,NA,"51","2012W28","2012W04","2012W12",8,"8",2012-07-08,2012-01-22,2012-03-18
NA,NA,NA,NA,NA,"51","2012W28","2011W38","2012W12",8,"26",2012-07-08,2011-09-18,2012-03-18
3,3,3,3,3,"51","2012W28","2011W12","2012W12",8,"52",2012-07-08,2011-03-20,2012-03-18
NA,NA,NA,NA,NA,"51","2012W29","2012W09","2012W13",8,"4",2012-07-15,2012-02-26,2012-03-25
NA,NA,NA,NA,NA,"51","2012W29","2012W05","2012W13",8,"8",2012-07-15,2012-01-29,2012-03-25
NA,NA,NA,NA,NA,"51","2012W29","2011W39","2012W13",8,"26",2012-07-15,2011-09-25,2012-03-25
3,3,3,3,3,"51","2012W29","2011W13","2012W13",8,"52",2012-07-15,2011-03-27,2012-03-25
NA,NA,NA,NA,NA,"51","2012W30","2012W10","2012W14",8,"4",2012-07-22,2012-03-04,2012-04-01
NA,NA,NA,NA,NA,"51","2012W30","2012W06","2012W14",8,"8",2012-07-22,2012-02-05,2012-04-01
NA,NA,NA,NA,NA,"51","2012W30","2011W40","2012W14",8,"26",2012-07-22,2011-10-02,2012-04-01
3,3,3,3,3,"51","2012W30","2011W14","2012W14",8,"52",2012-07-22,2011-04-03,2012-04-01
19,19,19,19,19,"51","2012W31","2012W11","2012W15",8,"4",2012-07-29,2012-03-11,2012-04-08
19,19,19,19,19,"51","2012W31","2012W07","2012W15",8,"8",2012-07-29,2012-02-12,2012-04-08
19,19,19,19,19,"51","2012W31","2011W41","2012W15",8,"26",2012-07-29,2011-10-09,2012-04-08
4,7,11,15,19,"51","2012W31","2011W15","2012W15",8,"52",2012-07-29,2011-04-10,2012-04-08
NA,NA,NA,NA,NA,"51","2012W32","2011W42","2011W46",19,"4",2012-08-05,2011-10-16,2011-11-13
NA,NA,NA,NA,NA,"51","2012W32","2011W38","2011W46",19,"8",2012-08-05,2011-09-18,2011-11-13
3,3,3,3,3,"51","2012W32","2011W20","2011W46",19,"26",2012-08-05,2011-05-15,2011-11-13
2,3,5,7,8,"51","2012W32","2010W46","2011W46",19,"52",2012-08-05,2010-11-14,2011-11-13
5,5,12,17,19,"51","2012W33","2012W23","2012W27",3,"4",2012-08-12,2012-06-03,2012-07-01
5,6,10,16,19,"51","2012W33","2012W19","2012W27",3,"8",2012-08-12,2012-05-06,2012-07-01
5,9,13,17,23,"51","2012W33","2012W01","2012W27",3,"26",2012-08-12,2012-01-01,2012-07-01
4,7,12,17,22,"51","2012W33","2011W27","2012W27",3,"52",2012-08-12,2011-07-03,2012-07-01
NA,NA,NA,NA,NA,"51","2012W34","2011W36","2011W40",23,"4",2012-08-19,2011-09-04,2011-10-02
3,3,3,3,3,"51","2012W34","2011W32","2011W40",23,"8",2012-08-19,2011-08-07,2011-10-02
3,3,3,3,3,"51","2012W34","2011W14","2011W40",23,"26",2012-08-19,2011-04-03,2011-10-02
2,3,6,7,8,"51","2012W34","2010W40","2011W40",23,"52",2012-08-19,2010-10-03,2011-10-02
7,12,15,17,17,"51","2012W35","2012W25","2012W29",3,"4",2012-08-26,2012-06-17,2012-07-15
5,7,13,17,19,"51","2012W35","2012W21","2012W29",3,"8",2012-08-26,2012-05-20,2012-07-15
5,9,13,17,22,"51","2012W35","2012W03","2012W29",3,"26",2012-08-26,2012-01-15,2012-07-15
4,8,13,17,22,"51","2012W35","2011W29","2012W29",3,"52",2012-08-26,2011-07-17,2012-07-15
NA,NA,NA,NA,NA,"51","2012W36","2011W40","2011W44",22,"4",2012-09-02,2011-10-02,2011-10-30
NA,NA,NA,NA,NA,"51","2012W36","2011W36","2011W44",22,"8",2012-09-02,2011-09-04,2011-10-30
3,3,3,3,3,"51","2012W36","2011W18","2011W44",22,"26",2012-09-02,2011-05-01,2011-10-30
2,3,5,7,8,"51","2012W36","2010W44","2011W44",22,"52",2012-09-02,2010-10-31,2011-10-30
10,14,15,17,17,"51","2012W37","2012W27","2012W31",3,"4",2012-09-09,2012-07-01,2012-07-29
5,8,14,16,19,"51","2012W37","2012W23","2012W31",3,"8",2012-09-09,2012-06-03,2012-07-29
5,9,13,17,21,"51","2012W37","2012W05","2012W31",3,"26",2012-09-09,2012-01-29,2012-07-29
4,8,13,17,21,"51","2012W37","2011W31","2012W31",3,"52",2012-09-09,2011-07-31,2012-07-29
NA,NA,NA,NA,NA,"51","2012W38","2011W44","2011W48",21,"4",2012-09-16,2011-10-30,2011-11-27
NA,NA,NA,NA,NA,"51","2012W38","2011W40","2011W48",21,"8",2012-09-16,2011-10-02,2011-11-27
3,3,3,3,3,"51","2012W38","2011W22","2011W48",21,"26",2012-09-16,2011-05-29,2011-11-27
2,3,5,7,8,"51","2012W38","2010W48","2011W48",21,"52",2012-09-16,2010-11-28,2011-11-27
9,13,14,15,15,"51","2012W39","2012W29","2012W33",3,"4",2012-09-23,2012-07-15,2012-08-12
6,12,14,16,17,"51","2012W39","2012W25","2012W33",3,"8",2012-09-23,2012-06-17,2012-08-12
5,9,13,17,21,"51","2012W39","2012W07","2012W33",3,"26",2012-09-23,2012-02-12,2012-08-12
4,8,13,17,21,"51","2012W39","2011W33","2012W33",3,"52",2012-09-23,2011-08-14,2012-08-12
NA,NA,NA,NA,NA,"51","2012W40","2011W46","2011W50",21,"4",2012-09-30,2011-11-13,2011-12-11
NA,NA,NA,NA,NA,"51","2012W40","2011W42","2011W50",21,"8",2012-09-30,2011-10-16,2011-12-11
3,3,3,3,3,"51","2012W40","2011W24","2011W50",21,"26",2012-09-30,2011-06-12,2011-12-11
4,5,6,7,8,"51","2012W40","2010W50","2011W50",21,"52",2012-09-30,2010-12-12,2011-12-11
NA,NA,NA,NA,NA,"51","2012W41","2012W31","2012W35",3,"4",2012-10-07,2012-07-29,2012-08-26
10,14,15,17,17,"51","2012W41","2012W27","2012W35",3,"8",2012-10-07,2012-07-01,2012-08-26
5,9,13,17,21,"51","2012W41","2012W09","2012W35",3,"26",2012-10-07,2012-02-26,2012-08-26
5,9,13,17,21,"51","2012W41","2011W35","2012W35",3,"52",2012-10-07,2011-08-28,2012-08-26
NA,NA,NA,NA,NA,"51","2012W42","2011W48","2011W52",21,"4",2012-10-14,2011-11-27,2011-12-25
NA,NA,NA,NA,NA,"51","2012W42","2011W44","2011W52",21,"8",2012-10-14,2011-10-30,2011-12-25
3,3,3,3,3,"51","2012W42","2011W26","2011W52",21,"26",2012-10-14,2011-06-26,2011-12-25
4,5,6,7,8,"51","2012W42","2010W52","2011W52",21,"52",2012-10-14,2010-12-26,2011-12-25
NA,NA,NA,NA,NA,"51","2012W43","2012W33","2012W37",3,"4",2012-10-21,2012-08-12,2012-09-09
9,13,14,15,15,"51","2012W43","2012W29","2012W37",3,"8",2012-10-21,2012-07-15,2012-09-09
5,9,13,17,21,"51","2012W43","2012W11","2012W37",3,"26",2012-10-21,2012-03-11,2012-09-09
5,9,13,17,21,"51","2012W43","2011W37","2012W37",3,"52",2012-10-21,2011-09-11,2012-09-09
NA,NA,NA,NA,NA,"51","2012W44","2011W50","2012W02",21,"4",2012-10-28,2011-12-11,2012-01-08
NA,NA,NA,NA,NA,"51","2012W44","2011W46","2012W02",21,"8",2012-10-28,2011-11-13,2012-01-08
3,3,3,3,3,"51","2012W44","2011W28","2012W02",21,"26",2012-10-28,2011-07-10,2012-01-08
4,5,6,7,8,"51","2012W44","2011W02","2012W02",21,"52",2012-10-28,2011-01-09,2012-01-08
NA,NA,NA,NA,NA,"51","2012W45","2012W35","2012W39",3,"4",2012-11-04,2012-08-26,2012-09-23
NA,NA,NA,NA,NA,"51","2012W45","2012W31","2012W39",3,"8",2012-11-04,2012-07-29,2012-09-23
5,9,13,17,21,"51","2012W45","2012W13","2012W39",3,"26",2012-11-04,2012-03-25,2012-09-23
5,9,13,17,21,"51","2012W45","2011W39","2012W39",3,"52",2012-11-04,2011-09-25,2012-09-23
NA,NA,NA,NA,NA,"51","2012W46","2011W52","2012W04",21,"4",2012-11-11,2011-12-25,2012-01-22
NA,NA,NA,NA,NA,"51","2012W46","2011W48","2012W04",21,"8",2012-11-11,2011-11-27,2012-01-22
3,3,3,3,3,"51","2012W46","2011W30","2012W04",21,"26",2012-11-11,2011-07-24,2012-01-22
4,4,5,6,6,"51","2012W46","2011W04","2012W04",21,"52",2012-11-11,2011-01-23,2012-01-22
NA,NA,NA,NA,NA,"51","2012W47","2012W37","2012W41",3,"4",2012-11-18,2012-09-09,2012-10-07
NA,NA,NA,NA,NA,"51","2012W47","2012W33","2012W41",3,"8",2012-11-18,2012-08-12,2012-10-07
5,9,13,17,21,"51","2012W47","2012W15","2012W41",3,"26",2012-11-18,2012-04-08,2012-10-07
5,9,13,17,21,"51","2012W47","2011W41","2012W41",3,"52",2012-11-18,2011-10-09,2012-10-07
NA,NA,NA,NA,NA,"51","2012W48","2012W02","2012W06",21,"4",2012-11-25,2012-01-08,2012-02-05
NA,NA,NA,NA,NA,"51","2012W48","2011W50","2012W06",21,"8",2012-11-25,2011-12-11,2012-02-05
3,3,3,3,3,"51","2012W48","2011W32","2012W06",21,"26",2012-11-25,2011-08-07,2012-02-05
3,3,3,3,3,"51","2012W48","2011W06","2012W06",21,"52",2012-11-25,2011-02-06,2012-02-05
NA,NA,NA,NA,NA,"51","2012W49","2012W39","2012W43",3,"4",2012-12-02,2012-09-23,2012-10-21
NA,NA,NA,NA,NA,"51","2012W49","2012W35","2012W43",3,"8",2012-12-02,2012-08-26,2012-10-21
5,8,14,17,22,"51","2012W49","2012W17","2012W43",3,"26",2012-12-02,2012-04-22,2012-10-21
5,9,13,17,21,"51","2012W49","2011W43","2012W43",3,"52",2012-12-02,2011-10-23,2012-10-21
NA,NA,NA,NA,NA,"51","2012W50","2012W02","2012W06",22,"4",2012-12-09,2012-01-08,2012-02-05
NA,NA,NA,NA,NA,"51","2012W50","2011W50","2012W06",22,"8",2012-12-09,2011-12-11,2012-02-05
3,3,3,3,3,"51","2012W50","2011W32","2012W06",22,"26",2012-12-09,2011-08-07,2012-02-05
3,3,3,3,3,"51","2012W50","2011W06","2012W06",22,"52",2012-12-09,2011-02-06,2012-02-05
0,0,0,0,0,"51","2012W51","2012W41","2012W45",3,"4",2012-12-16,2012-10-07,2012-11-04
0,0,0,0,0,"51","2012W51","2012W37","2012W45",3,"8",2012-12-16,2012-09-09,2012-11-04
0,5,11,15,18,"51","2012W51","2012W19","2012W45",3,"26",2012-12-16,2012-05-06,2012-11-04
0,8,13,16,20,"51","2012W51","2011W45","2012W45",3,"52",2012-12-16,2011-11-06,2012-11-04
13,13,13,16,19,"51","2012W52","2012W12","2012W16",18,"4",2012-12-23,2012-03-18,2012-04-15
13,13,13,16,19,"51","2012W52","2012W08","2012W16",18,"8",2012-12-23,2012-02-19,2012-04-15
13,13,13,16,19,"51","2012W52","2011W42","2012W16",18,"26",2012-12-23,2011-10-16,2012-04-15
5,10,13,15,19,"51","2012W52","2011W16","2012W16",18,"52",2012-12-23,2011-04-17,2012-04-15
19,19,19,19,19,"51","2013W01","2012W11","2012W15",19,"4",2012-12-30,2012-03-11,2012-04-08
19,19,19,19,19,"51","2013W01","2012W07","2012W15",19,"8",2012-12-30,2012-02-12,2012-04-08
19,19,19,19,19,"51","2013W01","2011W41","2012W15",19,"26",2012-12-30,2011-10-09,2012-04-08
4,7,11,15,19,"51","2013W01","2011W15","2012W15",19,"52",2012-12-30,2011-04-10,2012-04-08
13,13,13,16,19,"51","2013W02","2012W12","2012W16",19,"4",2013-01-06,2012-03-18,2012-04-15
13,13,13,16,19,"51","2013W02","2012W08","2012W16",19,"8",2013-01-06,2012-02-19,2012-04-15
